68034 silly lifecycle lodash@4.17.21~preinstall: no script for preinstall, continuing
72181 info linkStuff @babel/plugin-proposal-async-generator-functions@7.15.4
72182 silly linkStuff @babel/plugin-proposal-async-generator-functions@7.15.4 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72183 verbose linkBins @babel/plugin-proposal-async-generator-functions@7.15.4
72184 verbose linkMans @babel/plugin-proposal-async-generator-functions@7.15.4
72185 silly build @babel/plugin-transform-async-to-generator@7.14.5
72186 info linkStuff @babel/plugin-transform-async-to-generator@7.14.5
72187 silly linkStuff @babel/plugin-transform-async-to-generator@7.14.5 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72188 verbose linkBins @babel/plugin-transform-async-to-generator@7.14.5
72189 verbose linkMans @babel/plugin-transform-async-to-generator@7.14.5
72190 silly build @babel/helpers@7.15.4
72191 info linkStuff @babel/helpers@7.15.4
72192 silly linkStuff @babel/helpers@7.15.4 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72193 verbose linkBins @babel/helpers@7.15.4
72194 verbose linkMans @babel/helpers@7.15.4
72195 silly build kind-of@3.2.2
72196 info linkStuff kind-of@3.2.2
72197 silly linkStuff kind-of@3.2.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/to-object-path/node_modules as its parent node_modules
72198 verbose linkBins kind-of@3.2.2
72199 verbose linkMans kind-of@3.2.2
72200 silly build to-object-path@0.3.0
72201 info linkStuff to-object-path@0.3.0
72202 silly linkStuff to-object-path@0.3.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72203 verbose linkBins to-object-path@0.3.0
72204 verbose linkMans to-object-path@0.3.0
72205 silly build to-regex@3.0.2
72206 info linkStuff to-regex@3.0.2
72207 silly linkStuff to-regex@3.0.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72208 verbose linkBins to-regex@3.0.2
72209 verbose linkMans to-regex@3.0.2
72210 silly build to-regex-range@5.0.1
72211 info linkStuff to-regex-range@5.0.1
72212 silly linkStuff to-regex-range@5.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72213 verbose linkBins to-regex-range@5.0.1
72214 verbose linkMans to-regex-range@5.0.1
72215 silly build fill-range@7.0.1
72216 info linkStuff fill-range@7.0.1
72217 silly linkStuff fill-range@7.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72218 verbose linkBins fill-range@7.0.1
72219 verbose linkMans fill-range@7.0.1
72220 silly build braces@3.0.2
72221 info linkStuff braces@3.0.2
72222 silly linkStuff braces@3.0.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72223 verbose linkBins braces@3.0.2
72224 verbose linkMans braces@3.0.2
72225 silly build chokidar@3.5.2
72226 info linkStuff chokidar@3.5.2
72227 silly linkStuff chokidar@3.5.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72228 verbose linkBins chokidar@3.5.2
72229 verbose linkMans chokidar@3.5.2
72230 silly build tough-cookie@2.5.0
72231 info linkStuff tough-cookie@2.5.0
72232 silly linkStuff tough-cookie@2.5.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72233 verbose linkBins tough-cookie@2.5.0
72234 verbose linkMans tough-cookie@2.5.0
72235 silly build trim-newlines@1.0.0
72236 info linkStuff trim-newlines@1.0.0
72237 silly linkStuff trim-newlines@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72238 verbose linkBins trim-newlines@1.0.0
72239 verbose linkMans trim-newlines@1.0.0
72240 silly build tunnel-agent@0.6.0
72241 info linkStuff tunnel-agent@0.6.0
72242 silly linkStuff tunnel-agent@0.6.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72243 verbose linkBins tunnel-agent@0.6.0
72244 verbose linkMans tunnel-agent@0.6.0
72245 silly build tweetnacl@0.14.5
72246 info linkStuff tweetnacl@0.14.5
72247 silly linkStuff tweetnacl@0.14.5 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72248 verbose linkBins tweetnacl@0.14.5
72249 verbose linkMans tweetnacl@0.14.5
72250 silly build bcrypt-pbkdf@1.0.2
72251 info linkStuff bcrypt-pbkdf@1.0.2
72252 silly linkStuff bcrypt-pbkdf@1.0.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72253 verbose linkBins bcrypt-pbkdf@1.0.2
72254 verbose linkMans bcrypt-pbkdf@1.0.2
72255 silly build sshpk@1.16.1
72256 info linkStuff sshpk@1.16.1
72257 silly linkStuff sshpk@1.16.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72258 verbose linkBins sshpk@1.16.1
72259 verbose link bins [ { 'sshpk-conv': 'bin/sshpk-conv',
72259 verbose link bins     'sshpk-sign': 'bin/sshpk-sign',
72259 verbose link bins     'sshpk-verify': 'bin/sshpk-verify' },
72259 verbose link bins   '/var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin',
72259 verbose link bins   false ]
72260 verbose linkMans sshpk@1.16.1
72261 silly gentlyRm /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/sshpk-conv is being purged
72262 verbose gentlyRm don't care about contents; nuking /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/sshpk-conv
72263 silly gentlyRm /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/sshpk-sign is being purged
72264 verbose gentlyRm don't care about contents; nuking /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/sshpk-sign
72265 silly gentlyRm /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/sshpk-verify is being purged
72266 verbose gentlyRm don't care about contents; nuking /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/sshpk-verify
72267 silly build type@1.2.0
72268 info linkStuff type@1.2.0
72269 silly linkStuff type@1.2.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72270 verbose linkBins type@1.2.0
72271 verbose linkMans type@1.2.0
72272 silly build d@1.0.1
72273 info linkStuff d@1.0.1
72274 silly linkStuff d@1.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72275 verbose linkBins d@1.0.1
72276 verbose linkMans d@1.0.1
72277 silly build es6-symbol@3.1.3
72278 info linkStuff es6-symbol@3.1.3
72279 silly linkStuff es6-symbol@3.1.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72280 verbose linkBins es6-symbol@3.1.3
72281 verbose linkMans es6-symbol@3.1.3
72282 silly build es6-iterator@2.0.3
72283 info linkStuff es6-iterator@2.0.3
72284 silly linkStuff es6-iterator@2.0.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72285 verbose linkBins es6-iterator@2.0.3
72286 verbose linkMans es6-iterator@2.0.3
72287 silly build es5-ext@0.10.53
72288 info linkStuff es5-ext@0.10.53
72289 silly linkStuff es5-ext@0.10.53 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72290 verbose linkBins es5-ext@0.10.53
72291 verbose linkMans es5-ext@0.10.53
72292 silly build sver-compat@1.5.0
72293 info linkStuff sver-compat@1.5.0
72294 silly linkStuff sver-compat@1.5.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72295 verbose linkBins sver-compat@1.5.0
72296 verbose linkMans sver-compat@1.5.0
72297 silly build semver-greatest-satisfied-range@1.1.0
72298 info linkStuff semver-greatest-satisfied-range@1.1.0
72299 silly linkStuff semver-greatest-satisfied-range@1.1.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72300 verbose linkBins semver-greatest-satisfied-range@1.1.0
72301 verbose linkMans semver-greatest-satisfied-range@1.1.0
72302 silly build es6-weak-map@2.0.3
72303 info linkStuff es6-weak-map@2.0.3
72304 silly linkStuff es6-weak-map@2.0.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72305 verbose linkBins es6-weak-map@2.0.3
72306 verbose linkMans es6-weak-map@2.0.3
72307 silly build last-run@1.1.1
72308 info linkStuff last-run@1.1.1
72309 silly linkStuff last-run@1.1.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72310 verbose linkBins last-run@1.1.1
72311 verbose linkMans last-run@1.1.1
72312 silly build type-fest@0.18.1
72313 info linkStuff type-fest@0.18.1
72314 silly linkStuff type-fest@0.18.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72315 verbose linkBins type-fest@0.18.1
72316 verbose linkMans type-fest@0.18.1
72317 silly build typedarray@0.0.6
72318 info linkStuff typedarray@0.0.6
72319 silly linkStuff typedarray@0.0.6 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72320 verbose linkBins typedarray@0.0.6
72321 verbose linkMans typedarray@0.0.6
72322 silly build commander@2.19.0
72323 info linkStuff commander@2.19.0
72324 silly linkStuff commander@2.19.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/uglify-js/node_modules as its parent node_modules
72325 verbose linkBins commander@2.19.0
72326 verbose linkMans commander@2.19.0
72327 silly build uglify-js@3.4.10
72328 info linkStuff uglify-js@3.4.10
72329 silly linkStuff uglify-js@3.4.10 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72330 verbose linkBins uglify-js@3.4.10
72331 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
72331 verbose link bins   '/var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin',
72331 verbose link bins   false ]
72332 verbose linkMans uglify-js@3.4.10
72333 silly gentlyRm /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/uglifyjs is being purged
72334 verbose gentlyRm don't care about contents; nuking /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/uglifyjs
72335 silly build unc-path-regex@0.1.2
72336 info linkStuff unc-path-regex@0.1.2
72337 silly linkStuff unc-path-regex@0.1.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72338 verbose linkBins unc-path-regex@0.1.2
72339 verbose linkMans unc-path-regex@0.1.2
72340 silly build is-unc-path@1.0.0
72341 info linkStuff is-unc-path@1.0.0
72342 silly linkStuff is-unc-path@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72343 verbose linkBins is-unc-path@1.0.0
72344 verbose linkMans is-unc-path@1.0.0
72345 silly build is-relative@1.0.0
72346 info linkStuff is-relative@1.0.0
72347 silly linkStuff is-relative@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72348 verbose linkBins is-relative@1.0.0
72349 verbose linkMans is-relative@1.0.0
72350 silly build is-absolute@1.0.0
72351 info linkStuff is-absolute@1.0.0
72352 silly linkStuff is-absolute@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72353 verbose linkBins is-absolute@1.0.0
72354 verbose linkMans is-absolute@1.0.0
72355 silly build parse-filepath@1.0.2
72356 info linkStuff parse-filepath@1.0.2
72357 silly linkStuff parse-filepath@1.0.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72358 verbose linkBins parse-filepath@1.0.2
72359 verbose linkMans parse-filepath@1.0.2
72360 silly build fined@1.2.0
72361 info linkStuff fined@1.2.0
72362 silly linkStuff fined@1.2.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72363 verbose linkBins fined@1.2.0
72364 verbose linkMans fined@1.2.0
72365 silly build replace-homedir@1.0.0
72366 info linkStuff replace-homedir@1.0.0
72367 silly linkStuff replace-homedir@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72368 verbose linkBins replace-homedir@1.0.0
72369 verbose linkMans replace-homedir@1.0.0
72370 silly build to-absolute-glob@2.0.2
72371 info linkStuff to-absolute-glob@2.0.2
72372 silly linkStuff to-absolute-glob@2.0.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72373 verbose linkBins to-absolute-glob@2.0.2
72374 verbose linkMans to-absolute-glob@2.0.2
72375 silly build undertaker-registry@1.0.1
72376 info linkStuff undertaker-registry@1.0.1
72377 silly linkStuff undertaker-registry@1.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72378 verbose linkBins undertaker-registry@1.0.1
72379 verbose linkMans undertaker-registry@1.0.1
72380 silly build unicode-canonical-property-names-ecmascript@2.0.0
72381 info linkStuff unicode-canonical-property-names-ecmascript@2.0.0
72382 silly linkStuff unicode-canonical-property-names-ecmascript@2.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72383 verbose linkBins unicode-canonical-property-names-ecmascript@2.0.0
72384 verbose linkMans unicode-canonical-property-names-ecmascript@2.0.0
72385 silly build unicode-match-property-value-ecmascript@2.0.0
72386 info linkStuff unicode-match-property-value-ecmascript@2.0.0
72387 silly linkStuff unicode-match-property-value-ecmascript@2.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72388 verbose linkBins unicode-match-property-value-ecmascript@2.0.0
72389 verbose linkMans unicode-match-property-value-ecmascript@2.0.0
72390 silly build unicode-property-aliases-ecmascript@2.0.0
72391 info linkStuff unicode-property-aliases-ecmascript@2.0.0
72392 silly linkStuff unicode-property-aliases-ecmascript@2.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72393 verbose linkBins unicode-property-aliases-ecmascript@2.0.0
72394 verbose linkMans unicode-property-aliases-ecmascript@2.0.0
72395 silly build unicode-match-property-ecmascript@2.0.0
72396 info linkStuff unicode-match-property-ecmascript@2.0.0
72397 silly linkStuff unicode-match-property-ecmascript@2.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72398 verbose linkBins unicode-match-property-ecmascript@2.0.0
72399 verbose linkMans unicode-match-property-ecmascript@2.0.0
72400 silly build regexpu-core@4.8.0
72401 info linkStuff regexpu-core@4.8.0
72402 silly linkStuff regexpu-core@4.8.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72403 verbose linkBins regexpu-core@4.8.0
72404 verbose linkMans regexpu-core@4.8.0
72405 silly build @babel/helper-create-regexp-features-plugin@7.14.5
72406 info linkStuff @babel/helper-create-regexp-features-plugin@7.14.5
72407 silly linkStuff @babel/helper-create-regexp-features-plugin@7.14.5 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72408 verbose linkBins @babel/helper-create-regexp-features-plugin@7.14.5
72409 verbose linkMans @babel/helper-create-regexp-features-plugin@7.14.5
72410 silly build @babel/plugin-proposal-unicode-property-regex@7.14.5
72411 info linkStuff @babel/plugin-proposal-unicode-property-regex@7.14.5
72412 silly linkStuff @babel/plugin-proposal-unicode-property-regex@7.14.5 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72413 verbose linkBins @babel/plugin-proposal-unicode-property-regex@7.14.5
72414 verbose linkMans @babel/plugin-proposal-unicode-property-regex@7.14.5
72415 silly build @babel/plugin-transform-dotall-regex@7.14.5
72416 info linkStuff @babel/plugin-transform-dotall-regex@7.14.5
72417 silly linkStuff @babel/plugin-transform-dotall-regex@7.14.5 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72418 verbose linkBins @babel/plugin-transform-dotall-regex@7.14.5
72419 verbose linkMans @babel/plugin-transform-dotall-regex@7.14.5
72420 silly build @babel/preset-modules@0.1.4
72421 info linkStuff @babel/preset-modules@0.1.4
72422 silly linkStuff @babel/preset-modules@0.1.4 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72423 verbose linkBins @babel/preset-modules@0.1.4
72424 verbose linkMans @babel/preset-modules@0.1.4
72425 silly build @babel/plugin-transform-named-capturing-groups-regex@7.14.9
72426 info linkStuff @babel/plugin-transform-named-capturing-groups-regex@7.14.9
72427 silly linkStuff @babel/plugin-transform-named-capturing-groups-regex@7.14.9 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72428 verbose linkBins @babel/plugin-transform-named-capturing-groups-regex@7.14.9
72429 verbose linkMans @babel/plugin-transform-named-capturing-groups-regex@7.14.9
72430 silly build @babel/plugin-transform-unicode-regex@7.14.5
72431 info linkStuff @babel/plugin-transform-unicode-regex@7.14.5
72432 silly linkStuff @babel/plugin-transform-unicode-regex@7.14.5 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72433 verbose linkBins @babel/plugin-transform-unicode-regex@7.14.5
72434 verbose linkMans @babel/plugin-transform-unicode-regex@7.14.5
72435 silly build is-extendable@0.1.1
72436 info linkStuff is-extendable@0.1.1
72437 silly linkStuff is-extendable@0.1.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/union-value/node_modules as its parent node_modules
72438 verbose linkBins is-extendable@0.1.1
72439 verbose linkMans is-extendable@0.1.1
72440 silly build union-value@1.0.1
72441 info linkStuff union-value@1.0.1
72442 silly linkStuff union-value@1.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72443 verbose linkBins union-value@1.0.1
72444 verbose linkMans union-value@1.0.1
72445 silly build isobject@2.1.0
72446 info linkStuff isobject@2.1.0
72447 silly linkStuff isobject@2.1.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/unset-value/node_modules/has-value/node_modules as its parent node_modules
72448 verbose linkBins isobject@2.1.0
72449 verbose linkMans isobject@2.1.0
72450 silly build has-values@0.1.4
72451 info linkStuff has-values@0.1.4
72452 silly linkStuff has-values@0.1.4 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/unset-value/node_modules as its parent node_modules
72453 verbose linkBins has-values@0.1.4
72454 verbose linkMans has-values@0.1.4
72455 silly build has-value@0.3.1
72456 info linkStuff has-value@0.3.1
72457 silly linkStuff has-value@0.3.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/unset-value/node_modules as its parent node_modules
72458 verbose linkBins has-value@0.3.1
72459 verbose linkMans has-value@0.3.1
72460 silly build unset-value@1.0.0
72461 info linkStuff unset-value@1.0.0
72462 silly linkStuff unset-value@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72463 verbose linkBins unset-value@1.0.0
72464 verbose linkMans unset-value@1.0.0
72465 silly build cache-base@1.0.1
72466 info linkStuff cache-base@1.0.1
72467 silly linkStuff cache-base@1.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72468 verbose linkBins cache-base@1.0.1
72469 verbose linkMans cache-base@1.0.1
72470 silly build base@0.11.2
72471 info linkStuff base@0.11.2
72472 silly linkStuff base@0.11.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72473 verbose linkBins base@0.11.2
72474 verbose linkMans base@0.11.2
72475 silly build upath@1.2.0
72476 info linkStuff upath@1.2.0
72477 silly linkStuff upath@1.2.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72478 verbose linkBins upath@1.2.0
72479 verbose linkMans upath@1.2.0
72480 silly build upper-case@1.1.3
72481 info linkStuff upper-case@1.1.3
72482 silly linkStuff upper-case@1.1.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72483 verbose linkBins upper-case@1.1.3
72484 verbose linkMans upper-case@1.1.3
72485 silly build camel-case@3.0.0
72486 info linkStuff camel-case@3.0.0
72487 silly linkStuff camel-case@3.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72488 verbose linkBins camel-case@3.0.0
72489 verbose linkMans camel-case@3.0.0
72490 silly build html-minifier@3.5.21
72491 info linkStuff html-minifier@3.5.21
72492 silly linkStuff html-minifier@3.5.21 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72493 verbose linkBins html-minifier@3.5.21
72494 verbose link bins [ { 'html-minifier': './cli.js' },
72494 verbose link bins   '/var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin',
72494 verbose link bins   false ]
72495 verbose linkMans html-minifier@3.5.21
72496 silly gentlyRm /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/html-minifier is being purged
72497 verbose gentlyRm don't care about contents; nuking /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/html-minifier
72498 silly build uri-js@4.4.1
72499 info linkStuff uri-js@4.4.1
72500 silly linkStuff uri-js@4.4.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72501 verbose linkBins uri-js@4.4.1
72502 verbose linkMans uri-js@4.4.1
72503 silly build ajv@6.12.6
72504 info linkStuff ajv@6.12.6
72505 silly linkStuff ajv@6.12.6 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72506 verbose linkBins ajv@6.12.6
72507 verbose linkMans ajv@6.12.6
72508 silly build har-validator@5.1.5
72509 info linkStuff har-validator@5.1.5
72510 silly linkStuff har-validator@5.1.5 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72511 verbose linkBins har-validator@5.1.5
72512 verbose linkMans har-validator@5.1.5
72513 silly build urix@0.1.0
72514 info linkStuff urix@0.1.0
72515 silly linkStuff urix@0.1.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72516 verbose linkBins urix@0.1.0
72517 verbose linkMans urix@0.1.0
72518 silly build source-map-resolve@0.5.3
72519 info linkStuff source-map-resolve@0.5.3
72520 silly linkStuff source-map-resolve@0.5.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72521 verbose linkBins source-map-resolve@0.5.3
72522 verbose linkMans source-map-resolve@0.5.3
72523 silly build use@3.1.1
72524 info linkStuff use@3.1.1
72525 silly linkStuff use@3.1.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72526 verbose linkBins use@3.1.1
72527 verbose linkMans use@3.1.1
72528 silly build snapdragon@0.8.2
72529 info linkStuff snapdragon@0.8.2
72530 silly linkStuff snapdragon@0.8.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72531 verbose linkBins snapdragon@0.8.2
72532 verbose linkMans snapdragon@0.8.2
72533 silly build expand-brackets@2.1.4
72534 info linkStuff expand-brackets@2.1.4
72535 silly linkStuff expand-brackets@2.1.4 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72536 verbose linkBins expand-brackets@2.1.4
72537 verbose linkMans expand-brackets@2.1.4
72538 silly build extglob@2.0.4
72539 info linkStuff extglob@2.0.4
72540 silly linkStuff extglob@2.0.4 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72541 verbose linkBins extglob@2.0.4
72542 verbose linkMans extglob@2.0.4
72543 silly build braces@2.3.2
72544 info linkStuff braces@2.3.2
72545 silly linkStuff braces@2.3.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/glob-watcher/node_modules as its parent node_modules
72546 verbose linkBins braces@2.3.2
72547 verbose linkMans braces@2.3.2
72548 silly build braces@2.3.2
72549 info linkStuff braces@2.3.2
72550 silly linkStuff braces@2.3.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/micromatch/node_modules as its parent node_modules
72551 verbose linkBins braces@2.3.2
72552 verbose linkMans braces@2.3.2
72553 silly build nanomatch@1.2.13
72554 info linkStuff nanomatch@1.2.13
72555 silly linkStuff nanomatch@1.2.13 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72556 verbose linkBins nanomatch@1.2.13
72557 verbose linkMans nanomatch@1.2.13
72558 silly build micromatch@3.1.10
72559 info linkStuff micromatch@3.1.10
72560 silly linkStuff micromatch@3.1.10 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72561 verbose linkBins micromatch@3.1.10
72562 verbose linkMans micromatch@3.1.10
72563 silly build anymatch@2.0.0
72564 info linkStuff anymatch@2.0.0
72565 silly linkStuff anymatch@2.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/glob-watcher/node_modules as its parent node_modules
72566 verbose linkBins anymatch@2.0.0
72567 verbose linkMans anymatch@2.0.0
72568 silly build util-deprecate@1.0.2
72569 info linkStuff util-deprecate@1.0.2
72570 silly linkStuff util-deprecate@1.0.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72571 verbose linkBins util-deprecate@1.0.2
72572 verbose linkMans util-deprecate@1.0.2
72573 silly build readable-stream@3.6.0
72574 info linkStuff readable-stream@3.6.0
72575 silly linkStuff readable-stream@3.6.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/gulp-autoprefixer/node_modules as its parent node_modules
72576 verbose linkBins readable-stream@3.6.0
72577 verbose linkMans readable-stream@3.6.0
72578 silly build through2@4.0.2
72579 info linkStuff through2@4.0.2
72580 silly linkStuff through2@4.0.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/gulp-autoprefixer/node_modules as its parent node_modules
72581 verbose linkBins through2@4.0.2
72582 verbose linkMans through2@4.0.2
72583 silly build readable-stream@3.6.0
72584 info linkStuff readable-stream@3.6.0
72585 silly linkStuff readable-stream@3.6.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/gulp-terser/node_modules as its parent node_modules
72586 verbose linkBins readable-stream@3.6.0
72587 verbose linkMans readable-stream@3.6.0
72588 silly build through2@4.0.2
72589 info linkStuff through2@4.0.2
